Both patients experienced multiple-daily complex partial and gelastic seizures  as well as almost daily generalized seizures.,patients;experienced;seizures|patients;experienced;seizures|patients;experienced;generalized seizures|patients;experienced;multiple-daily complex seizures|patients;experienced;daily generalized seizures|patients;experienced;complex seizures|patients;experienced;complex partial seizures|patients;experienced;almost daily seizures|patients;experienced;partial seizures|patients;experienced;almost daily generalized seizures|patients;experienced;multiple-daily complex partial seizures|patients;experienced;daily seizures|,12
The prescribed dose was 16 Gy (to the 65% isodose for case I; to the 70% isodose for case II).,dose;was;16 Gy|prescribed dose;was;16 Gy|,2
Lesional volume was 11.5 cc  (case I) and 8.9 cc  (case II).,Lesional volume;was;11.5 cc|volume;was;11.5 cc|,2
A steady reduction of the seizure frequency and severity was achieved after the treatment  starting about three months after the treatment.,treatment;starting after;about three months|steady reduction;was;achieved|steady reduction;was achieved;treatment starting about three months after|reduction;was;achieved|reduction;was achieved;treatment starting|reduction;was achieved;treatment starting about three months after|steady reduction;was achieved;treatment starting|,7
The generalized seizures disappeared within one year  while complete resolution of the gelastic seizures required up to 18 months.,generalized seizures;disappeared;complete resolution of gelastic seizures required|seizures;disappeared;complete resolution required|generalized seizures;disappeared;complete resolution of seizures required|generalized seizures;disappeared within;one year|seizures;disappeared;resolution required|seizures;disappeared;resolution of gelastic seizures required|seizures;disappeared within;one year|seizures;disappeared;complete resolution of gelastic seizures required|generalized seizures;disappeared;resolution required|generalized seizures;disappeared;resolution of seizures required|generalized seizures;disappeared;resolution of gelastic seizures required|generalized seizures;disappeared;complete resolution required|seizures;disappeared;resolution of seizures required|seizures;disappeared;complete resolution of seizures required|,14
No seizure recurrence and no radiation-induced side effects or complications were witnessed over a follow-up period of ten years and eight months  (case I) and nine years and seven months  (case II)  since the treatment.,treatment;since years is;case II|,1
CyberKnife radiosurgery proved to be a safe and effective non-invasive first-line treatment in these two children with catastrophic epilepsy caused by HH.,CyberKnife radiosurgery;be;non-invasive treatment|CyberKnife radiosurgery;be safe and effective non-invasive first-line treatment with;catastrophic epilepsy|CyberKnife radiosurgery;proved;non-invasive treatment with epilepsy caused|CyberKnife radiosurgery;proved;non-invasive first-line treatment with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be;safe non-invasive treatment in two children with epilepsy caused|CyberKnife radiosurgery;proved;safe non-invasive treatment with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be safe non-invasive first-line treatment with;epilepsy|CyberKnife radiosurgery;be safe first-line treatment with;catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be;safe non-invasive treatment in two children with epilepsy caused by HH|CyberKnife radiosurgery;proved;first-line treatment with epilepsy caused by HH|CyberKnife radiosurgery;be;safe first-line treatment in two children with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;proved;safe non-invasive treatment|CyberKnife radiosurgery;be safe and effective non-invasive treatment with;epilepsy|CyberKnife radiosurgery;be safe treatment with;catastrophic epilepsy|CyberKnife radiosurgery;be safe first-line treatment in;two children|CyberKnife radiosurgery;be;treatment in two children with epilepsy|CyberKnife radiosurgery;proved;safe non-invasive treatment in two children with epilepsy|CyberKnife radiosurgery;proved;non-invasive treatment in two children with epilepsy caused by HH|CyberKnife radiosurgery;proved;safe non-invasive first-line treatment|CyberKnife radiosurgery;proved;safe non-invasive first-line treatment in two children with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be non-invasive first-line treatment with;catastrophic epilepsy|CyberKnife radiosurgery;proved;non-invasive first-line treatment with epilepsy caused by HH|CyberKnife radiosurgery;proved;non-invasive treatment with epilepsy caused by HH|CyberKnife radiosurgery;proved;safe non-invasive first-line treatment in two children|CyberKnife radiosurgery;be safe and effective treatment with;epilepsy caused|CyberKnife radiosurgery;be first-line treatment with;epilepsy caused by HH|CyberKnife radiosurgery;proved;safe treatment in two children|CyberKnife radiosurgery;be safe non-invasive treatment with;epilepsy|CyberKnife radiosurgery;proved;first-line treatment in two children with epilepsy caused|CyberKnife radiosurgery;proved;safe non-invasive first-line treatment with catastrophic epilepsy|CyberKnife radiosurgery;be;non-invasive first-line treatment in two children with epilepsy|CyberKnife radiosurgery;proved;safe first-line treatment in two children with epilepsy caused|CyberKnife radiosurgery;be;safe non-invasive treatment in two children with epilepsy|CyberKnife radiosurgery;be non-invasive treatment with;epilepsy caused by HH|CyberKnife radiosurgery;be;non-invasive first-line treatment in two children with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be safe non-invasive first-line treatment in;two children|CyberKnife radiosurgery;be non-invasive treatment in;two children|CyberKnife radiosurgery;be safe first-line treatment with;catastrophic epilepsy|CyberKnife radiosurgery;proved;treatment in two children with epilepsy|CyberKnife radiosurgery;be;treatment in two children with catastrophic epilepsy caused|CyberKnife radiosurgery;be;safe non-invasive first-line treatment in two children with epilepsy|CyberKnife radiosurgery;proved;safe non-invasive treatment in two children|CyberKnife radiosurgery;be;safe treatment in two children with catastrophic epilepsy caused|CyberKnife radiosurgery;be safe non-invasive treatment with;catastrophic epilepsy caused|CyberKnife radiosurgery;be safe first-line treatment with;catastrophic epilepsy caused|CyberKnife radiosurgery;be safe and effective first-line treatment in;two children|CyberKnife radiosurgery;be;first-line treatment in two children with epilepsy caused|CyberKnife radiosurgery;proved;safe first-line treatment in two children with catastrophic epilepsy|CyberKnife radiosurgery;proved;safe non-invasive first-line treatment with epilepsy|CyberKnife radiosurgery;be safe and effective non-invasive first-line treatment in;two children|CyberKnife radiosurgery;proved;treatment with catastrophic epilepsy|CyberKnife radiosurgery;proved;safe treatment in two children with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;proved;non-invasive first-line treatment in two children with catastrophic epilepsy caused|CyberKnife radiosurgery;be first-line treatment with;catastrophic epilepsy caused|CyberKnife radiosurgery;be treatment with;catastrophic epilepsy caused|CyberKnife radiosurgery;proved;safe treatment with catastrophic epilepsy|CyberKnife radiosurgery;be;non-invasive treatment in two children with epilepsy caused by HH|radiosurgery;be;first-line|CyberKnife radiosurgery;be;non-invasive first-line treatment in two children with catastrophic epilepsy caused|CyberKnife radiosurgery;proved;first-line treatment with epilepsy|radiosurgery;be;non-invasive|CyberKnife radiosurgery;proved;non-invasive first-line treatment in two children with catastrophic epilepsy|CyberKnife radiosurgery;proved;non-invasive treatment in two children with catastrophic epilepsy caused|CyberKnife radiosurgery;proved;treatment in two children with epilepsy caused by HH|CyberKnife radiosurgery;proved;safe first-line treatment in two children with catastrophic epilepsy caused|CyberKnife radiosurgery;be non-invasive first-line treatment with;epilepsy|CyberKnife radiosurgery;proved;first-line treatment in two children with catastrophic epilepsy|CyberKnife radiosurgery;be safe and effective treatment with;catastrophic epilepsy caused|CyberKnife radiosurgery;be safe and effective non-invasive first-line treatment with;epilepsy caused|CyberKnife radiosurgery;be safe first-line treatment with;epilepsy|CyberKnife radiosurgery;be;non-invasive treatment in two children with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be safe and effective first-line treatment with;epilepsy caused by HH|CyberKnife radiosurgery;proved;safe first-line treatment with epilepsy caused by HH|CyberKnife radiosurgery;proved;safe non-invasive first-line treatment in two children with epilepsy caused by HH|CyberKnife radiosurgery;proved;treatment in two children with catastrophic epilepsy caused|CyberKnife radiosurgery;be;non-invasive treatment in two children with epilepsy|CyberKnife radiosurgery;be;treatment in two children with catastrophic epilepsy caused by HH|safe non-invasive first-line treatment;is in;two children|CyberKnife radiosurgery;be non-invasive first-line treatment with;epilepsy caused by HH|CyberKnife radiosurgery;be safe treatment with;catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be safe non-invasive treatment with;catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be safe non-invasive treatment with;epilepsy caused by HH|CyberKnife radiosurgery;be;non-invasive treatment in two children with epilepsy caused|CyberKnife radiosurgery;proved;treatment with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;proved;first-line treatment with catastrophic epilepsy caused|CyberKnife radiosurgery;proved;non-invasive treatment with catastrophic epilepsy caused|CyberKnife radiosurgery;be safe and effective treatment with;epilepsy caused by HH|CyberKnife radiosurgery;be safe non-invasive first-line treatment with;epilepsy caused by HH|CyberKnife radiosurgery;be;safe treatment in two children with epilepsy caused|CyberKnife radiosurgery;be;safe first-line treatment in two children with catastrophic epilepsy|CyberKnife radiosurgery;proved;safe treatment in two children with catastrophic epilepsy caused|CyberKnife radiosurgery;be safe and effective non-invasive first-line treatment with;epilepsy|CyberKnife radiosurgery;be safe and effective non-invasive treatment in;two children|CyberKnife radiosurgery;be;safe treatment in two children with epilepsy caused by HH|CyberKnife radiosurgery;proved;safe non-invasive treatment with catastrophic epilepsy caused|CyberKnife radiosurgery;proved;safe treatment with epilepsy caused by HH|CyberKnife radiosurgery;be;safe non-invasive first-line treatment in two children with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be non-invasive treatment with;catastrophic epilepsy caused|CyberKnife radiosurgery;be;non-invasive first-line treatment in two children with epilepsy caused by HH|CyberKnife radiosurgery;proved;non-invasive first-line treatment in two children with epilepsy caused|CyberKnife radiosurgery;proved;non-invasive treatment in two children with catastrophic epilepsy|CyberKnife radiosurgery;be treatment with;catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be;safe first-line treatment in two children with epilepsy caused by HH|CyberKnife radiosurgery;be;non-invasive treatment in two children with catastrophic epilepsy|CyberKnife radiosurgery;proved;safe non-invasive treatment in two children with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;proved;safe non-invasive treatment with epilepsy caused|CyberKnife radiosurgery;be;treatment in two children with catastrophic epilepsy|CyberKnife radiosurgery;proved;first-line treatment in two children with epilepsy caused by HH|CyberKnife radiosurgery;be safe and effective non-invasive treatment with;catastrophic epilepsy|CyberKnife radiosurgery;proved;non-invasive treatment with catastrophic epilepsy|CyberKnife radiosurgery;proved;safe non-invasive first-line treatment with epilepsy caused|CyberKnife radiosurgery;be;safe treatment in two children with catastrophic epilepsy|CyberKnife radiosurgery;be non-invasive first-line treatment with;catastrophic epilepsy caused by HH|CyberKnife radiosurgery;proved;safe treatment with catastrophic epilepsy caused|CyberKnife radiosurgery;proved;non-invasive first-line treatment in two children with epilepsy caused by HH|CyberKnife radiosurgery;proved;safe non-invasive first-line treatment with catastrophic epilepsy caused|CyberKnife radiosurgery;be treatment with;epilepsy caused|CyberKnife radiosurgery;proved;safe first-line treatment with catastrophic epilepsy|CyberKnife radiosurgery;be safe non-invasive first-line treatment with;epilepsy caused|CyberKnife radiosurgery;be;non-invasive first-line treatment in two children with catastrophic epilepsy|CyberKnife radiosurgery;be safe and effective first-line treatment with;catastrophic epilepsy|CyberKnife radiosurgery;be safe and effective treatment with;catastrophic epilepsy|CyberKnife radiosurgery;proved;non-invasive treatment with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;proved;non-invasive first-line treatment with epilepsy|CyberKnife radiosurgery;be;safe non-invasive first-line treatment in two children with epilepsy caused|CyberKnife radiosurgery;be safe non-invasive treatment with;catastrophic epilepsy|CyberKnife radiosurgery;proved;first-line treatment in two children|CyberKnife radiosurgery;be;non-invasive first-line treatment|CyberKnife radiosurgery;proved;safe treatment|CyberKnife radiosurgery;proved;non-invasive first-line treatment|CyberKnife radiosurgery;be safe non-invasive treatment with;epilepsy caused|CyberKnife radiosurgery;proved;safe non-invasive first-line treatment with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;proved;safe non-invasive first-line treatment in two children with catastrophic epilepsy|CyberKnife radiosurgery;proved;first-line treatment in two children with epilepsy|CyberKnife radiosurgery;proved;safe first-line treatment in two children|CyberKnife radiosurgery;be safe and effective non-invasive first-line treatment with;catastrophic epilepsy caused by HH|CyberKnife radiosurgery;proved;safe treatment with epilepsy caused|CyberKnife radiosurgery;proved;non-invasive treatment in two children with epilepsy|CyberKnife radiosurgery;proved;non-invasive treatment with epilepsy|CyberKnife radiosurgery;be;treatment in two children with epilepsy caused|CyberKnife radiosurgery;be safe treatment with;catastrophic epilepsy caused|CyberKnife radiosurgery;be safe treatment in;two children|CyberKnife radiosurgery;be;safe non-invasive first-line treatment|CyberKnife radiosurgery;be non-invasive first-line treatment in;two children|CyberKnife radiosurgery;be safe and effective non-invasive treatment with;epilepsy caused by HH|CyberKnife radiosurgery;proved;treatment in two children with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;proved;safe first-line treatment in two children with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be;first-line treatment|CyberKnife radiosurgery;be;first-line treatment in two children with catastrophic epilepsy caused|CyberKnife radiosurgery;proved;non-invasive treatment in two children|CyberKnife radiosurgery;proved;safe non-invasive treatment in two children with epilepsy caused|CyberKnife radiosurgery;proved;safe first-line treatment|CyberKnife radiosurgery;proved;first-line treatment with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be safe and effective treatment with;epilepsy|CyberKnife radiosurgery;be;treatment|CyberKnife radiosurgery;be treatment with;epilepsy caused by HH|CyberKnife radiosurgery;be safe and effective non-invasive treatment with;catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be;safe treatment in two children with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be safe and effective treatment with;catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be safe and effective first-line treatment with;epilepsy caused|CyberKnife radiosurgery;be treatment with;epilepsy|CyberKnife radiosurgery;proved;treatment in two children with epilepsy caused|CyberKnife radiosurgery;be;safe non-invasive treatment in two children with catastrophic epilepsy caused|CyberKnife radiosurgery;proved;safe non-invasive treatment in two children with catastrophic epilepsy caused|CyberKnife radiosurgery;proved;treatment with epilepsy caused by HH|CyberKnife radiosurgery;be safe non-invasive treatment in;two children|CyberKnife radiosurgery;be;treatment in two children with epilepsy caused by HH|CyberKnife radiosurgery;proved;safe treatment with epilepsy|CyberKnife radiosurgery;be;first-line treatment in two children with epilepsy|safe non-invasive first-line treatment;is with;catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be;safe first-line treatment in two children with epilepsy caused|CyberKnife radiosurgery;proved;non-invasive first-line treatment in two children|CyberKnife radiosurgery;be non-invasive first-line treatment with;catastrophic epilepsy caused|CyberKnife radiosurgery;be;safe non-invasive first-line treatment in two children with catastrophic epilepsy|CyberKnife radiosurgery;proved;first-line treatment with catastrophic epilepsy|CyberKnife radiosurgery;be;safe non-invasive treatment in two children with catastrophic epilepsy|CyberKnife radiosurgery;proved;non-invasive treatment in two children with epilepsy caused|CyberKnife radiosurgery;proved;safe non-invasive first-line treatment with epilepsy caused by HH|CyberKnife radiosurgery;proved;non-invasive first-line treatment with catastrophic epilepsy caused|CyberKnife radiosurgery;proved;non-invasive first-line treatment in two children with epilepsy|CyberKnife radiosurgery;be non-invasive treatment with;catastrophic epilepsy|CyberKnife radiosurgery;be safe and effective non-invasive first-line treatment with;catastrophic epilepsy caused|CyberKnife radiosurgery;proved;safe non-invasive treatment with epilepsy|CyberKnife radiosurgery;be non-invasive treatment with;epilepsy|CyberKnife radiosurgery;proved;safe non-invasive treatment with epilepsy caused by HH|CyberKnife radiosurgery;proved;safe non-invasive treatment in two children with epilepsy caused by HH|CyberKnife radiosurgery;be safe treatment with;epilepsy|CyberKnife radiosurgery;be;first-line treatment in two children with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;proved;safe non-invasive first-line treatment in two children with epilepsy|CyberKnife radiosurgery;be;first-line treatment in two children with catastrophic epilepsy|CyberKnife radiosurgery;be safe non-invasive first-line treatment with;catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be safe treatment with;epilepsy caused by HH|CyberKnife radiosurgery;proved;safe treatment in two children with catastrophic epilepsy|CyberKnife radiosurgery;be safe first-line treatment with;epilepsy caused|CyberKnife radiosurgery;be non-invasive treatment with;catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be safe non-invasive first-line treatment with;catastrophic epilepsy|CyberKnife radiosurgery;be;safe treatment|CyberKnife radiosurgery;be first-line treatment with;catastrophic epilepsy caused by HH|CyberKnife radiosurgery;proved;safe non-invasive treatment with catastrophic epilepsy|CyberKnife radiosurgery;be first-line treatment with;epilepsy|CyberKnife radiosurgery;proved;safe treatment in two children with epilepsy caused by HH|CyberKnife radiosurgery;proved;first-line treatment|CyberKnife radiosurgery;be safe and effective treatment in;two children|CyberKnife radiosurgery;be treatment with;catastrophic epilepsy|CyberKnife radiosurgery;proved;treatment with catastrophic epilepsy caused|CyberKnife radiosurgery;be;safe non-invasive treatment|CyberKnife radiosurgery;be;safe non-invasive first-line treatment in two children with catastrophic epilepsy caused|CyberKnife radiosurgery;be;safe treatment in two children with epilepsy|CyberKnife radiosurgery;proved;safe non-invasive treatment in two children with catastrophic epilepsy|CyberKnife radiosurgery;proved;treatment in two children|CyberKnife radiosurgery;be first-line treatment with;epilepsy caused|radiosurgery;be;safe|CyberKnife radiosurgery;proved;safe first-line treatment in two children with epilepsy caused by HH|CyberKnife radiosurgery;proved;non-invasive treatment|CyberKnife radiosurgery;be;first-line treatment in two children with epilepsy caused by HH|CyberKnife radiosurgery;be safe first-line treatment with;epilepsy caused by HH|CyberKnife radiosurgery;proved;safe first-line treatment with epilepsy|CyberKnife radiosurgery;be safe non-invasive first-line treatment with;catastrophic epilepsy caused|CyberKnife radiosurgery;be;safe non-invasive first-line treatment in two children with epilepsy caused by HH|CyberKnife radiosurgery;proved;safe first-line treatment with epilepsy caused|CyberKnife radiosurgery;proved;treatment|CyberKnife radiosurgery;proved;safe treatment in two children with epilepsy caused|CyberKnife radiosurgery;be first-line treatment with;catastrophic epilepsy|CyberKnife radiosurgery;proved;safe treatment with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be safe and effective first-line treatment with;epilepsy|CyberKnife radiosurgery;proved;treatment with epilepsy|CyberKnife radiosurgery;be;safe first-line treatment in two children with catastrophic epilepsy caused|CyberKnife radiosurgery;be;non-invasive treatment in two children with catastrophic epilepsy caused|CyberKnife radiosurgery;be non-invasive first-line treatment with;epilepsy caused|CyberKnife radiosurgery;be;non-invasive first-line treatment in two children with epilepsy caused|CyberKnife radiosurgery;be treatment in;two children|CyberKnife radiosurgery;proved;non-invasive treatment in two children with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;proved;safe first-line treatment with catastrophic epilepsy caused|CyberKnife radiosurgery;be safe treatment with;epilepsy caused|CyberKnife radiosurgery;be;safe first-line treatment|CyberKnife radiosurgery;be non-invasive treatment with;epilepsy caused|CyberKnife radiosurgery;be;safe first-line treatment in two children with epilepsy|CyberKnife radiosurgery;proved;first-line treatment in two children with catastrophic epilepsy caused|CyberKnife radiosurgery;proved;non-invasive first-line treatment with catastrophic epilepsy|CyberKnife radiosurgery;proved;safe first-line treatment in two children with epilepsy|CyberKnife radiosurgery;be safe and effective non-invasive treatment with;catastrophic epilepsy caused|CyberKnife radiosurgery;proved;safe non-invasive first-line treatment in two children with epilepsy caused|CyberKnife radiosurgery;proved;treatment in two children with catastrophic epilepsy|CyberKnife radiosurgery;proved;safe non-invasive first-line treatment in two children with catastrophic epilepsy caused|CyberKnife radiosurgery;proved;first-line treatment in two children with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be first-line treatment in;two children|CyberKnife radiosurgery;be safe and effective non-invasive first-line treatment with;epilepsy caused by HH|CyberKnife radiosurgery;proved;non-invasive first-line treatment with epilepsy caused|CyberKnife radiosurgery;be safe and effective first-line treatment with;catastrophic epilepsy caused|CyberKnife radiosurgery;be safe and effective first-line treatment with;catastrophic epilepsy caused by HH|CyberKnife radiosurgery;proved;first-line treatment with epilepsy caused|CyberKnife radiosurgery;proved;safe first-line treatment with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;proved;treatment with epilepsy caused|CyberKnife radiosurgery;be;safe non-invasive treatment in two children with catastrophic epilepsy caused by HH|CyberKnife radiosurgery;be safe and effective non-invasive treatment with;epilepsy caused|CyberKnife radiosurgery;proved;safe treatment in two children with epilepsy|CyberKnife radiosurgery;proved;non-invasive first-line treatment in two children with catastrophic epilepsy caused by HH|,257


Background: The use of awake craniotomy for surgical treatment of epilepsy was applied in surgery of convexital tumors  arteriovenous malformations  some superficial aneurysms  and stereotactic neurosurgery.,Background;applied in;surgery of convexital tumors|use;was applied in;surgery|Background;was;applied in surgery of convexital tumors|use;was applied in;surgery of convexital tumors|Background;was;applied|use;was;applied|Background;was;applied in surgery of tumors|use;was applied in;surgery of tumors|Background;was;applied in surgery|,9
The aim of this study was to show the advantages of awake craniotomy without sedation  accompanied by intraoperative neurophysiological monitoring in patients with symptomatic epilepsy.,aim;show;advantages without sedation accompanied by intraoperative monitoring in patients with epilepsy|aim;show;advantages of craniotomy without sedation accompanied by intraoperative monitoring in patients with epilepsy|aim;show;advantages of craniotomy without sedation accompanied by monitoring in patients with epilepsy|aim;show;advantages of craniotomy without sedation accompanied by neurophysiological monitoring in patients with symptomatic epilepsy|aim;show;advantages of craniotomy without sedation accompanied by monitoring in patients|intraoperative neurophysiological monitoring;is in;patients with symptomatic epilepsy|aim;show;advantages without sedation accompanied by intraoperative monitoring in patients with symptomatic epilepsy|aim;show;advantages of awake craniotomy without sedation accompanied by monitoring in patients with epilepsy|aim;show;advantages of awake craniotomy|aim;show;advantages without sedation accompanied by intraoperative neurophysiological monitoring in patients with epilepsy|aim;show;advantages of craniotomy without sedation accompanied by intraoperative neurophysiological monitoring|aim;show;advantages without sedation accompanied by monitoring in patients with symptomatic epilepsy|aim;show;advantages of craniotomy without sedation accompanied by intraoperative neurophysiological monitoring in patients with symptomatic epilepsy|aim;show;advantages without sedation accompanied by intraoperative monitoring|aim;show;advantages of craniotomy without sedation accompanied by neurophysiological monitoring|aim;show;advantages without sedation accompanied by monitoring in patients with epilepsy|aim;show;advantages of awake craniotomy without sedation accompanied by intraoperative neurophysiological monitoring in patients with epilepsy|aim;show;advantages of craniotomy without sedation accompanied by intraoperative neurophysiological monitoring in patients with epilepsy|aim;show;advantages of craniotomy|aim;show;advantages without sedation accompanied by intraoperative monitoring in patients|aim;show;advantages of awake craniotomy without sedation accompanied by intraoperative monitoring in patients|aim;show;advantages of awake craniotomy without sedation|aim;show;advantages without sedation accompanied by intraoperative neurophysiological monitoring in patients|aim;show;advantages without sedation accompanied by neurophysiological monitoring in patients with epilepsy|aim;show;advantages of awake craniotomy without sedation accompanied by neurophysiological monitoring|aim;show;advantages of awake craniotomy without sedation accompanied by monitoring|aim;show;advantages of awake craniotomy without sedation accompanied by monitoring in patients with symptomatic epilepsy|aim;show;advantages of awake craniotomy without sedation accompanied by intraoperative neurophysiological monitoring in patients|aim;show;advantages of awake craniotomy without sedation accompanied by intraoperative neurophysiological monitoring|aim;show;advantages of craniotomy without sedation accompanied by monitoring|aim;show;advantages without sedation accompanied by neurophysiological monitoring|aim;show;advantages of awake craniotomy without sedation accompanied by neurophysiological monitoring in patients|aim;show;advantages of craniotomy without sedation accompanied by intraoperative monitoring|aim;show;advantages of craniotomy without sedation accompanied|aim;show;advantages without sedation|aim;show;advantages of awake craniotomy without sedation accompanied by monitoring in patients|aim;show;advantages without sedation accompanied|aim;show;advantages of awake craniotomy without sedation accompanied by intraoperative monitoring in patients with epilepsy|aim;show;advantages without sedation accompanied by monitoring in patients|aim;show;advantages without sedation accompanied by neurophysiological monitoring in patients|aim;show;advantages|aim;show;advantages without sedation accompanied by monitoring|aim;show;advantages of craniotomy without sedation accompanied by monitoring in patients with symptomatic epilepsy|aim;show;advantages of craniotomy without sedation accompanied by intraoperative monitoring in patients with symptomatic epilepsy|aim;show;advantages of awake craniotomy without sedation accompanied by neurophysiological monitoring in patients with symptomatic epilepsy|aim;show;advantages of awake craniotomy without sedation accompanied|aim;show;advantages without sedation accompanied by intraoperative neurophysiological monitoring|aim;show;advantages of awake craniotomy without sedation accompanied by neurophysiological monitoring in patients with epilepsy|aim;show;advantages of awake craniotomy without sedation accompanied by intraoperative monitoring in patients with symptomatic epilepsy|aim;show;advantages of craniotomy without sedation accompanied by intraoperative monitoring in patients|aim;show;advantages of craniotomy without sedation accompanied by intraoperative neurophysiological monitoring in patients|aim;show;advantages of craniotomy without sedation accompanied by neurophysiological monitoring in patients with epilepsy|aim;show;advantages of awake craniotomy without sedation accompanied by intraoperative monitoring|aim;show;advantages without sedation accompanied by neurophysiological monitoring in patients with symptomatic epilepsy|aim;show;advantages without sedation accompanied by intraoperative neurophysiological monitoring in patients with symptomatic epilepsy|aim;show;advantages of craniotomy without sedation accompanied by neurophysiological monitoring in patients|aim;show;advantages of craniotomy without sedation|patients;is with;symptomatic epilepsy|aim;show;advantages of awake craniotomy without sedation accompanied by intraoperative neurophysiological monitoring in patients with symptomatic epilepsy|,59
Methods: This article describes the results of surgical treatment in 41 patients with various pathologies; 31 among them suffered from epilepsy.,article;results of;treatment in 41 patients|article;results of;surgical treatment in 41 patients with various pathologies|surgical treatment;is in;41 patients with various pathologies|article;results of;surgical treatment in 41 patients with pathologies|article;results of;surgical treatment|article;results of;treatment in 41 patients with pathologies|41 patients;is with;various pathologies|article;results of;surgical treatment in 41 patients|article;results of;treatment in 41 patients with various pathologies|article;results of;treatment|,10
Results: Most frequently  the pathological foci were located in frontal and parietal lobes nearby eloquent brain areas.,Results;located in;frontal lobes|,1
Irrespective of damage location  simple partial and complex partial seizures were seen almost with the same frequency.,,0
Intraoperative mapping of eloquent cortical areas and subcortical tracts without sedation resulted in total resection of pathological area in 75% of cases with low rate of permanent neurological deficit (two patients).,cases;is with;low rate of permanent neurological deficit|mapping;resulted in;resection of pathological area|Intraoperative mapping;resulted in;resection of area|Intraoperative mapping;resulted in;resection of pathological area|mapping;resulted in;75 %|cases;of % is;two patients|Intraoperative mapping;resulted in;total resection of area|Intraoperative mapping;resulted in;total resection of pathological area|mapping;resulted in;resection|mapping;resulted in;total resection of area|Intraoperative mapping;resulted in;resection|mapping;resulted in;total resection|Intraoperative mapping;resulted in;75 %|Intraoperative mapping;resulted in;total resection|mapping;resulted in;total resection of pathological area|mapping;resulted in;resection of area|,16
Minor perioperative complications  including the decrease in blood pressure in six patients and intraoperative convulsions in two patients  were handled and did not led to operation termination or anesthesia conversion.,Minor complications;were;handled|decrease;is in;blood pressure|complications;were;handled|six patients;is in;two patients|Minor perioperative complications;were;handled|perioperative complications;were;handled|decrease;is in;six patients|,7
Excellent seizures control (Engel 1) was achieved in 80% of patients with available catamnesis.,Engel;was achieved in;80 %|Engel;was achieved in;80 % of patients with catamnesis|patients;is with;available catamnesis|Engel;was achieved in;80 % of patients with available catamnesis|Engel;was achieved in;80 % of patients|Engel;was;achieved|,6
Conclusion: Thus  the proposed method allows eliminating the complications associated with sedation and provides radical resection of pathological epileptogenic foci with low complication rate.,method;provides resection with;complication rate|proposed method;provides resection with;low complication rate|method;provides resection with;low complication rate|method;provides;resection of pathological foci|method;provides;radical resection of pathological foci|proposed method;provides;radical resection of pathological foci|method;provides;radical resection|method;eliminating;complications associated with sedation|method;provides;resection of epileptogenic foci|method;eliminating;complications associated|proposed method;provides;radical resection of foci|method;provides;resection of pathological epileptogenic foci|proposed method;provides;radical resection|proposed method;eliminating;complications associated|method;provides;radical resection of pathological epileptogenic foci|method;eliminating;complications|proposed method;eliminating;complications associated with sedation|method;provides;radical resection of epileptogenic foci|method;provides;radical resection of foci|proposed method;provides;resection of foci|proposed method;provides;radical resection of pathological epileptogenic foci|proposed method;provides;resection of pathological epileptogenic foci|proposed method;provides resection with;complication rate|proposed method;provides;radical resection of epileptogenic foci|proposed method;provides;resection of pathological foci|proposed method;provides;resection of epileptogenic foci|proposed method;eliminating;complications|method;provides;resection|proposed method;provides;resection|method;provides;resection of foci|,30


Treatment of medically intractable focal epilepsy (MIFE) by surgical resection of the epileptogenic zone (EZ) is often effective provided the EZ can be reliably identified.,Treatment;is effective;can reliably identified|Treatment;is;often effective|Treatment;is;effective|EZ;can;can reliably identified|Treatment;is effective;can identified|EZ;can;can identified|Treatment;is often effective;can identified|,7
